,tokens,label,size
939,"['오랜만', '에', '재미', '와', '감동', '을', '동시', '에', '받', '은', '영화', '눈물', '펑펑', '웃음', '빵빵', '담', '에', '도', '이런', '영화', '를']",10,21
940,"['재미', '와', '함께', '감동', '넘치', '는', '영화', '였', '습니다', '하지만', '주변', '에서', '기대', '하', '게', '만들', '어서', '한껏', '기대', '하', '고', '봤', '더니', '실망', '이', '크', '더라구요', '기대', '가', '커서', '그런지는', '모르', '겠', '지만', '그랬', '어요', 'ㅜㅜ', '하모니', '보다', '덜']",7,40
941,"['지금', '까지', '본', '영화', '중', '젤', '감동', '적', '이', '고', '젤', '재', '밋', '는', '영화', '연기', '진짜', '잘', '해서', '몰입', '이', '잘', '대', '여', '펑펑', '울', '엇', '어여', 'ㅠ']",10,29
942,"['영화', '보다', '운적', '처음', '이', '네요']",10,6
943,"['진심', '개', '쩌', '는', '듯']",10,5
944,"['최고', '의', '앙상블', '포스터', '대로', '년', '영화', '계', '첫', '번', '째', '기적', '이', '자', '최고', '의', '기적', '이', '될', '수', '도', '있', '을', '듯']",9,24
945,['걍봐라'],10,1
946,"['최', '곱', '니', '다', '최고', '제', '가', '여태껏', '본', '영화', '중', '에서', '가장', '슬프', '고', '재밌', '었', '습니다', 'ㅠㅠ', '점', '밖에', '줄', '수', '없', '어서', '안타까워', '요', 'ㅠㅜㅜ']",10,28
947,"['감동', '적', '입니다']",10,3
948,['최고'],10,1
949,"['대박', 'ㅠㅠㅠ']",10,2
950,"['정말', '웃긴', '장면', '도', '있', '었', '구요', '정말', '감동', '적', '인', '장면', '도', '있', '었', '습니다', '이', '영화', '돈', '주', '고', '보', '기', '아깝', '지', '않', '은', '영화', '이', '구요', '강', '추', '입니다']",10,33
951,"['극장', '에', '가', '서', '본', '최고', '의', '한국', '영화', '재미', '와', '감동', '모두', '잡', '은', '신기', '한', '영화']",10,18
952,"['처음', '에', '는', '정말', '재미있', '었', '는데', '아빠', '가', '죽', '을', '때', '슬퍼서', '울', '었', '어요']",10,16
953,['굿'],10,1
954,"['감동', '이', '라', '하', '더라구요', '슬프', '구요', '그래서', '다시', '보', '고', '파', '서요']",10,13
955,"['재미', '와', '감동', '을', '모두', '잡', '은', '영화', '임']",10,9
956,"['굳', '굳', '굳']",10,3
957,"['정말', '울', '거', '같', '을', '때', '웃기', '고', '번방', '의', '선물', '꼭', '대박', '나세', '요']",10,15
958,"['구', '냥', '굿', 'ㄱ', 'ㄷ']",10,5
959,"['이', '영화', '보', '고', '나선', '다른', '영화', '들', '이', '눈', '에', '안', '들어오', '던데', '아', '정말', '감동', '적', '이', '고', '재', '밋', '어요', '진짜', 'ㅠ']",10,25
960,"['가능', '하', '면', '평점', '믿', '지', '않', '는데', '처음', '으로', '평점', '도', '올려', '본다', '감동', '적', '이', '다', '억울', '한', '아버지', '의', '마음', '아픈', '마지막', '오열', '이', '아직', '도', '콧잔등', '을', '찡', '하', '게', '맏', '든다']",10,36
961,"['가족', '끼리', '봤', '는데', '점', '이', '아깝', '지', '않', '아요']",10,10
962,"['남자', '하모니', '보', '는', '듯', '한', '하지만', '재미', '는', '있', '었', '어요']",8,12
963,"['진짜', '후회', '없이', '본', '영화', '에', '요', '웃음', '과', '감동', '을', '동시', '에', '준', '영화', '이', '기', '도', '하', '고', '정말', '재미있', '습니다']",10,23
964,"['개인', '적', '으로', '제일', '재미있', '게', '본', '것', '같', '습니다', '웃', '고', '눈물', '흘리', '고']",10,15
965,"['남자', '친구', '옆', '에서', '폭풍', '오', '열', '재밌', '고', '슬프', '고', '두', '마리', '토끼', '동시', '에', '잡', '은', '번방', '의', '선물', '천', '만흥', '해라']",10,24
966,"['걍', 'ㅆㄹㄱ임', '진짜', '이', '영화', '를', '왜', '만들', '었', '는지', '모르', '겠', '고', '내용', '은', '막장', '이', '고', '어디', '서', '울', '어야', '할지', '도', '모르', '겠', '고', '연기', '도', '그저', '그렇', '고', '차라리', '늑대소년', '을', '한번', '더', '보', '겠', '다']",1,40
967,"['너무', '울', '어서', '눈', '이', '다', '아프', '네요', 'ㅠ', '재밌', '게', '봤', '습니다']",10,13
968,"['사람', '들', '울리', '려고', '하', '는', '게', '보여도', '눈물', '이', '난다', 'ㅠ']",8,12
969,"['연기', '잘', '한', '늑대소년', '보', '는', '느낌']",1,7
970,"['울', '다울', '다', '이렇게', '울', '다니', 'ㅠ', '완전', '짱', '이', '다', 'ㅠ']",10,12
971,"['개', '쩔', '음', '진짜', '애기', '도', '연기', '개', '잘', '함', 'ㅜㅜㅜㅜㅜㅜㅜ']",10,11
972,"['너무', '기대', '가', '컸', '나', '별로', '였', '습니', '자']",4,9
973,"['이제껏', '도쿄', '매그니튜드', '이래', '가장', '많이', '울', '어', '본', '영화', '재미', '와', '감동', '어느', '하나', '도', '억지', '스럽', '지', '않', '았', '네요']",10,22
974,"['전', '박수', '건달', '보다', '훨씬', '괜찮', '고', '감동', '적', '이', '었', '는데', '남친', '은', '약간', '지루', '했', '나', '봐요', '동화', '같', '은', '전개', '도', '좋', '았', '고', '아역', '이', '너무', '잘', '했', '어요']",9,33
975,"['진짜', '대박', '인', '것', '같', '습니다', '한번', '보', '고', '오', '세요']",10,11
976,"['올해', '의', '최고', '의', '영화', '였', '습니다']",10,7
977,"['너무', '감동', '적', '인', '영화', 'ㅠㅠ', '진짜', '영화관', '에서', '펑펑', '울', '고', '나왔', '습니다', '보', '러', '가', '실려면', '휴지', '챙기', '시', '길']",10,22
978,['굿'],10,1
979,"['진짜', '올해', '최고', '의', '영화', '였', '어요']",10,7
980,"['배우', '들', '연기', '눈물', '에', '내용', '구성', '에']",6,8
981,"['번방', '의', '선물', '진짜', '꼭', '봐야', '할', '영화']",10,8
982,"['웃', '다가', '울', '다가', '간', '만', '에', '영화', '보', '면서', '나', '도', '모르', '게', '펑펑', '울', '었', '다']",9,18
983,"['첨', '울', '엇', '음']",10,4
984,"['구점', '넘', '을', '영화', '는', '아닌', '대', '영화', '는', '좋', '았', '지만', '억지로', '울음', '짜내', '게', '하', '려는', '설정', '이', '별로', '임']",7,22
985,"['울리', '려고', '작정', '한', '영화', '근데', '징', '짜', '슬펐', '엉', 'ㅠ세일러문ㅠ']",10,11
986,"['간만에', '조', '은', '영화', 'ㅇㅇ']",10,5
987,"['펑펑', '울', '었', '네요', 'ㅎㅎ', '울', '다가', '웃', '기', '도', '하', '며', '정말', '재', '밋', '게', '봤', '습니다']",10,18
988,"['개', '같', '다', '증말', '시급', '에', '영혼', '을', '판', '알', '바', '들', '아', '제발', '양심', '좀', '있', '어', '봐라', '이딴', '쓰레기', '영화', '가', '평점', '이', '이렇게', '높', '다니', '어휴']",1,29
989,"['와', '이렇게', '슬프', '고', '재밌', '고', '유쾌', '하', '고', '훈훈', '한', '영화', '는', '제', '역대', '본', '영화', '들', '중', '최고', '이', '자', '위', '입니다', '정말', '영화', '표', '값', '이', '생각', '안', '날', '정도', '로', '후회', '안', '합니다', '이', '영화', '적']",10,40
990,"['눈물', '참', '느라', '뻔했', '어요', 'ㅠㅠ']",10,6
991,['굿'],10,1
992,"['감동', '적', '이', '고', '재밌', '었', '어요']",9,7
993,"['말', '이', '필요', '없', '음']",10,5
994,"['수년', '만', '에', '집중', '해서', '잼', '게', '감동', '적', '으로', '본', '영화', '류승룡', '감동', '이', '없', '는', '당신', '냉혈', '안', '혹은', '가슴', '에', '상처', '가', '깊', '은', '듯', 'ㅠ']",10,29
995,"['재미있', '게', '잘', '봤', '네요', '감성', '을', '건드리', '는', '재미', '있', '는', '영화', '를', '보', '게', '되', '니', '좋', '네요']",10,20
996,"['너무', '슬프', '고', '울', '다가', '웃', '고', '너무', '재밌', '어요']",10,10
997,"['ㄱ', '꼭', '보', '세요', '들', '웃', '다', '울', '고', '왔', '슴다', 'ㅜㅜ']",10,12
998,"['너무', '허술', '한', '것', '아닌가']",1,5
999,"['꿀', '잼']",10,2
1000,"['별로', '였', '다', '왠지', '유치', '한', '영화', '같', '았', '다', '다른', '사람', '들', '이', '재미있', '고', '감동', '적', '이', '라고', '해서', '보', '았', '는데', '별로', '마음', '에', '와', '닫', '지', '않', '았', '다', '유치', '했', '다']",1,36
1001,"['이', '영화', '는', '가족', '영화', '죠', '아이', '의', '시선', '동화', '적', '다소', '허구성', '강조', '어른', '의', '시선', '현실', '적', '현시대', '보여줌', '특히', '교도소', '를', '탈출', '하', '려고', '열기구', '를', '제작', '했', '지만', '아이', '의', '생각', '철조망', '의', '걸려', '어른', '들']",10,40
1002,['ㅎㅎ'],10,1
1003,"['만', '이', '볼', '만', '한', '영화', '뭉클', '한', '감동', '이', '있', '네요']",10,12
1004,"['울엄마', '바로우', '네', 'ㅇㅇ', '꽤', '슬픈', '듯']",10,7
1005,"['다', '들', '연기', '는', '너무', '잘', '하', '는', '대', '내용', '을', '다', '알', '고', '보', '니', 'ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ주변에서', '보', '러', '간다니까', '잘', '알려줌', 'ㅠㅠㅠㅠㅠ']",8,23
1006,"['또', '보', '고', '싶', '네요']",10,5
1007,"['정말', '말', '이', '필요', '없', '는', '영화']",10,7
1008,"['솔직히', '점', '이', '면', '적당', '하', '다', '억지', '신파', '에', '만화', '같이', '말', '도', '안', '되', '는', '상황', '들', '의', '연속', '법정', '묘사', '는', '허접', '하', '기', '짝', '이', '없', '고', '아역', '배우', '빼', '곤', '볼', '게', '없', '는', '아동']",1,40
1009,"['너무', '슬프', '고', '재밌', '었', '던', '것', '같', '아요', '눈물', '이', '계속', '났', '다는', 'ㅠㅠ']",10,15
1010,"['따뜻', '하', '고', '감동', '적', '이', '긴', '한데', '만점', '까지', '는', '아니', '예요']",9,13
1011,['ㅗㅗ'],10,1
1012,['짱'],10,1
1013,"['코믹', '한', '요소', '들', '은', '괜찮', '았', '지만', '억지', '감동', '을', '주', '려는', '의도', '가', '너무', '뻔하', '게', '보였', '다']",5,20
1014,"['진짜', '완전', '최고', 'ㅠㅠ', '너무너무', '감동', '적', '이', '고', '류승룡', '연', 'ㄱ', '기박', 'ㅠㅠ']",10,14
1015,"['완전', '감동', '의', '영화', '입니다', 'ㅜㅜ보는내내', '눈물', '이', '멈추', '질', '않', '았', '네요', 'ㅜㅜ완전추천합니다결국', '이', '사건', '의', '원인', '은', '세일러', '문가', '방임', '세일러', '문', '이', '문제', '임', 'ㅋㅋㅋ', 'ㅋㅋ']",10,29
1016,"['멋지', '다']",10,2
1017,"['난', '지금', '까지', '영화', '보', '면서', '운적', '이', '없', '는대', '이', '영화', '는', '사람', '을', '빠져들', '게', '한다', '그리고', '처음', '으로', '눈물', '흘림']",10,23
1018,"['완전', '강추']",10,2
1019,"['처음', '엔', '많이', '웃', '고', '끝', '에선', '많이', '울', '고', 'ㅠㅠ', '중간', '중간', '에', '살짝', '화나', '서', '보', '기', '싫', '은', '것', '도', '있', '었', '어여', '우리', '나라', '의', '현실', '이', '이', '정도', '밖에', '안', '된다는', '것', '이', '그것', '도']",10,40
1020,"['정말', '재미있', '고', '슬프', '게', '봤', '어요', 'ㅜㅜ']",10,8
1021,"['이', '영화', '를', '보', '기', '전', '엔', '유치', '할', '거', '라', '생각', '했', '다', '영화', '평', '안', '보', '고', '기대', '안', '하', '고', '보', '았', '다', '동화', '처럼', '순수', '하', '고', '아름다웠', '다', '감동', '으로', '영화', '보', '는', '내내', '눈물']",10,40
1022,"['완존', '재밌', '고', '류승룡', '씨', '의', '연기', '가', '너무', '재밌', '어요']",10,11
1023,"['웃', '다', '울', '다', '나온', '영화', '휴지', '필수', '영화']",10,9
1024,"['뻔하', '고', '지루', '한', '영화', '진짜', '오래간만', '에', '욕', '나올', '뻔', '한', '이', '정도', '로', '평점', '높', '고', '흥행', '하', '는', '게', '어이없', '어', '화나', '는']",1,26
1025,['ㅠ'],1,1
1026,"['감동', '코믹', '중', '최고']",9,4
1027,"['눈물', '은', '나', '지만', '너무나', '도', '어설프', '고', '작위', '적', '인', '스토리', '와', '연출', '수준', '미달', '의', '영화']",3,18
1028,"['완전', '이', '영화', '보', '는', '내내', '울', '었', '어요', 'ㅠ']",10,10
1029,"['연기력', '재미', '감동', '등', '훌륭', '했', '던', '영화', '였', '습니다', '그런데', '내용', '구성', '력', '이', '너무너무', '떨어지', '네요', '구체', '적', '인', '설명', '도', '없', '고', '현실', '에서', '는', '일어나', '지', '않', '을', '일', '을', '억지로', '넣', '어서', '감동', '을', '주']",7,40
1030,"['아', '너무', '슬프', '네요', 'ㅠ', 'ㅠ']",10,6
1031,"['그냥', '짱']",10,2
1032,"['난', '영화', '분석', '하', '고', '비판', '할', '능력', '은', '안', '되', '고', '그냥', '봤', '을', '때', '내', '생', '에', '최고', '의', '영화']",10,22
1033,['감동'],10,1
1034,['ㅋ'],10,1
1035,"['재미', '보다', '감동', '은', '있', '었', '다']",7,7
1036,"['마지막', '에', '울', '정도', '로', '감동', '적', '인', '영화']",10,9
1037,"['와', '진짜', '영화', '보다', '울', '어', '보', '긴', '첨', '이', '네']",10,11
1038,"['잼', '나', '네요']",10,3
1039,"['와', '대박', '진짜', '영화', '본', '거', '중', '에', '가장', '많이', '울', '은', '영화', '흑흑', 'ㅠㅠ']",10,15
1040,"['감동', '적', '인', '영화']",10,4
1041,"['돈', '이', '아깝', '지', '않', '음', '울', '다', '웃', '다', '시간', '이', '갓', '네요']",10,14
1042,"['베스트', '극장', '드라마', '게임', '보다', '못', '한', '이게', '영화', '냐', '사기질', '좀', '고마', '해라', '마이', '뭇', '다', '아이', '가', 'ㅉㅉㅉㅉ']",1,20
1043,"['잘', '만든', '한국', '영화', '류승룡', '이', '하', '모든', '배우', '들', '의', '연기', '가', '잘', '조화', '되', '어', '억지', '감동', '없이', '눈물', '쏙', '빼', '네', 'ㅠ', '박신혜', '의', '법', '정신', '은', '살짝', '어색', '했', '지만', '이쁘', '니까', '패스', 'ㅋㅋ']",10,38
1044,"['정', '말', '재밌', '어여', '꼭', '보', '러', '갈', '때', '휴지', '들', '고', '가', '세여']",10,14
1045,"['완전', '강추', '눈물', '없이', '는', '볼', '수', '없', '는', '영화', 'ㅠㅠ']",10,11
1046,"['매진', '이', '장난', '아니', '라서', '어제', '겨우', '봤', '어요']",10,9
1047,['강추'],9,1
1048,"['류승룡', '은', '베를린', '에', '나오', '고', '번방', '은', '류승범', '입니다']",10,10
1049,"['원래', '눈물', '이', '많', '은', '사람', '인지', '모르', '겠', '으나', '처음', '시작', '할', '때', '부터', '끝', '까지', '휴지', '없이', '볼', '수', '없', '는', '영화', '였', '다', '감동', '적', '이', '다']",10,30
1050,"['솔직히', '점대', '는', '아니', '고', '많이', '줘야', '점', '그것', '도', '류승범', '등', '배우', '들', '연기', '때문', '에', '뻔한', '스토리', '억지', '감동', '연기력', '으로', '커버', '가', '어느', '정도', '됬', '기', '망정', '이', '지', '솔직히', '실망', '이', '다']",8,36
1051,"['우와', '이', '번방', '의', '선물', '이', '라는', '영화', '는', '진짜', '관객', '을', '감동', '받', '게', '하', '는', '영화', '이', '고', '자꾸', '귀', '에', '맴', '돕니다', '진짜', '눈물나', '게', '잘', '봤', '어요', '스토리', '도', '잘', '짜여져', '있', '고', '충분히', '영화', '관가']",10,40
1052,"['정말', '요즘', '영화', '감동', '이', '없', '었', '는데', '오랜만', '의', '감동', '영화', '네요', '물론', '류승룡', '의', '바보', '연기', '대세', '인', '이유', '가', '있', '습니다', '악', '플', '다시', '는', '분', '들', '은', '요즘', '같이', '어려운', '세상', '에서', '살', '다', '보', '니']",10,40
1053,['최고'],10,1
1054,"['그냥', '완벽']",10,2
1055,"['이런', '영화', '가', '점', '이', '라니', '너무', '과분', '한데요']",1,9
1056,"['기대', '하', '고', '보', '면', '망함', '억지', '감동', '에', '진부', '한', '스토리']",4,12
1057,['굿'],10,1
1058,"['재', '밋', '어요']",10,3
1059,"['시작', '하', '는', '순간', '부터', '눈물', '과', '웃음', '이', '난', '영화']",10,11
1060,"['보', '는', '내내', '눈물', '이', 'ㅠㅠ딸바보', '예승', '연기', '넘', '잘', '해요', '여운', '이', '가시', '질', '않', '네요', 'ㅜㅠ']",10,18
1061,"['정말', '감동', '적', '이', '고', '너무', '재미있', '는', '영화', '봐도', '또', '봐', '돰등적일듯해쇼']",10,13
1062,"['꿀', '재미', '꿀', '감동']",10,4
1063,"['지금', '까지', '본', '영화', '중', '단연', '최고', '다', '웃', '다', '울', '다', '웃', '다', '울', '다', '반복']",10,17
1064,"['많', '은', '걸', '생각', '하', '게', '한다', '최고', '다']",10,9
1065,"['감동', '적', '인', '드라마', '스페셜', '정도', '딱', '그', '정도', '그', '이상', '도', '아님']",8,13
1066,"['수컷', '들', '의', '뜨거운', '눈물바다']",8,5
1067,"['내', '가', '본', '영화', '중', '가장', '인상깊', '고', '웃음', '과', '감동', '이', '공존', '하', '는', '그런', '영화', '가', '아닌가', '생각', '된다', '이', '영화', '를', '보', '면서', '극장', '안', '에', '모든', '분', '들', '이', '함께', '웃', '고', '함께', '울', '었', '던']",10,40
1068,"['진짜', '진짜', '극장', '에서', '든', '어디', '에서', '든', '돈', '을', '내', '고', '봐도', '절대', '돈', '아깝', '지', '않', '은', '영화']",10,20
1069,"['굿', '굿', '한국', '영화', '중', '에', '젤', '재', '밋', '네', 'ㅋ']",10,11
1070,"['오랜만', '에', '눈물', '콧물', '줄줄', '짜', '넨', '내', '생애', '최고', '의', '영화']",10,12
1071,"['취향', '따라', '호불호', '가', '아주', '심한', '영화']",1,7
1072,"['인생', '은', '아름다워', '내', '이름', '은', '칸', '그린', '마일', '을', '짬뽕', '한', '영화', '억지', '스러운', '이야기', '전개', '와', '뚝뚝', '끊', '어', '지', '는', '상황', '으로', '보', '는', '내내', '어', '이', '가', '없', '었', '음', '리뷰', '보고', '기대', '했', '는데', '알']",1,40
1073,"['딸', '가진', '부모', '의', '감성', '을', '자극', '한', '간만', '에', '본', '최고', '의', '영화', '네요', '감동', '에', '재미', '까지', '더', '해진', '번방', '의', '선물', '천만', '이', '천만', '대박', '나세', '요']",10,30
1074,"['너무', '감동', '너무너무', '너무', '감동']",10,5
1075,"['슬픈', '장면', '마다', '박신혜', '가', '튀어나와서', '흐름', '을', '끊', '고', '말', '이', '맞', '지', '않', '게', '진행', '되', '는', '이야기', '의', '부분', '부분', '역시', '몰입', '을', '방해', '한다', '하지만', '이', '영화', '의', '강점', '은', '뻔하', '지', '만', '웃기', '려는', '만큼']",7,40
1076,"['맨날', '악역', '만', '맡', '으시', '던', '류승용', '아저씨', '보', '고', '이렇게', '폭풍', '눈물', '흘리', '게', '될', '줄', '은', '몰랐', '어요', 'ㅜㅜ', '울', '다가', '웃', '다가', '울', '다가', '웃', '다가', '영화', '보', '는', '내내', '아빠', '생각나', '고', 'ㅜㅜ', '심야', '로', '봤']",10,40
1077,"['개죽음', '개죽음', '돈', '아까움']",5,4
1078,"['완', '죤', '대박', '웃기', '면서', '감동', '까지', '이거', '보고', '눈물', '많이', '흘렸', '네']",10,13
1079,"['감동', '도', '있', '었', '고', '지루', '할', '틈', '도', '없', '을', '만큼', '재밌', '었', '어요']",8,15
1080,"['울', '려고', '갔', '다', '연기', '는', '정말', '잘', '하', '시', '는데', '내용', '자체', '가', '비', '현실', '적', '이', '고', '억지', '스러워서', '어디', '서', '울', '어야', '할지', '못', '찾', '고', '집', '에', '왔', '다']",5,33
1081,"['정말', '간', '만', '에', '잼', '잇', '는', '영화', '엿', '습니다', '감동', '도', '잇', '엇', '고', '코믹', '도', '잇', '고', '옆', '에', '분', '들', '은', '계속', '울', '고', 'ㅋㅋ', '저', '도', '슬프', '긴', '햇', '지만', 'ㅋㅋㅋ', '완득이', '만큼', '이나', '저', '는']",9,40
1082,"['재밌', '는데', '주변', '에', '본', '사람', '들', '이', '많', '아서', '스포일러', '를', '너무', '들', '은', '나머지', '재미', '가', '반감', '됨', '스포일러', '는', '하', '지', '맙시다']",9,25
1083,"['사실', '형', '집행', '당할', '때', '울컥', '했', '습니다', '만', '보', '는', '내내', '찝찝', '영화', '로', '그냥', '받아들이', '기', '엔', '현실', '성', '너무', '떨어집니다', '그냥', '영화', '겠', '거니', '로', '느껴집니다', '형사', '소송법', '전문가', '조언', '좀', '듣', '고', '만드', '시', '지', '너무']",3,40
1084,"['아', '나', 'ㅡㅡ', '내', '밑', '에', '이런', 'ㅆㄹ', 'ㄱ', '같', '은', '것', '이', '또', '로그인', '하', '게', '만드', '네', 'ㅡㅡ', '처음', '쓰', '는', '거', '다', '좀', '그런대', '도', '안', '한', 'ㅆㄹㄱ같은말', '하', '지', '말', '고', '게', '소리', '하', '지', '마']",10,40
1085,"['돈', '아깝', '고', '시간', '아깝', '고', '네이버', '에', '알', '바', '진짜', '많이', '풀', '었', '네', '저게', '별점', '이', '냐', '우', '웩']",1,21
1086,"['진짜', '감동', '적', '이', '고', '재밌', '고', '사랑', '스러운', '영화']",10,10
1087,"['한국', '영화', '의', '한계', '라느니', '억지', '감동', '이', '라느니', '참', '대', '단한', '평론가', '들', '납', '셧', '죠', '잉', '그럼', '머', '해', '흥행', '이', '말', '해', '주', '고', '잇', '자', '나', '재', '밋', '게', '보', '고', '그걸로', '말', '아', '멀', '그리']",10,40
1088,"['완전', '감동']",10,2
1089,"['내', '생', '의', '최고', '의', '영화']",10,6
1090,"['최고', '다', '진짜']",10,3
1091,"['감동', '적', '임']",10,3
1092,"['신혜', '최고']",10,2
1093,"['슈', '발', '나', '도', '눈물', '쫌', '짲고', '울', '가족', '들', '짜', '는', '거', '옆', '에서', '봤', '는데', '안', '운', '척', '들', '함', '참고', '로', '경찰', '서장', '이', 'ㅂ', 'ㅅ', '임', '자기', '딸', '만', '딸', '인가', '쓰레기', '세', '퀴', '암튼', '첨']",10,40
1094,"['깨알', '같', '은', '재미', '와', '감동', '슬퍼요', 'ㅠㅠ']",10,8
1095,"['딸', '을', '위한', '아버지', '의', '사랑', '이', '느껴졌', '던', '영화', '다', '정말', '감동', '적', '인', '영화', '다']",10,17
1096,"['오늘', '이', '영화', '보고', '여친', '도', '울', '고', '나', '도', '울', '었', '다', '정말', '오랜만', '에', '감동', '적', '인', '영화', '봤', '다', 'ㅜㅜ']",10,23
1097,['ㅠ'],10,1
1098,"['재밌', '는데', '뭐']",10,3
1099,"['이', '평점', '이', '야', '말', '로', '다수결', '의', '한계']",1,9
1100,"['너무', '과대평가', '됬', '네요', '이', '정도', '평점', '에', '있', '을', '영화', '는', '아닌데']",5,13
1101,"['이', '영화', '야', '말', '로', '한국', '영화', '의', '한계']",6,9
1102,"['이런', '영화', '의', '소중', '함', '은', '앞', '으로', '년', '후', '에', '다시', '보', '게', '될', '영화', '이', '다']",10,18
1103,"['진짜', '슬프', '고', '진짜', '재밌', '었', '슴']",10,7
1104,"['좋', '은', '영화', '가', '소리', '없이', '다가왔', '다']",10,8
1105,"['제', '가', '심야', '영화', '로', '보', '고', '왔', '는데요', '눈물', '이', '계속', '나', '네요', '연기', '하', '며', '대사', '하', '며', '빠지', '는', '게', '하나', '도', '없', '어요', '너무', '잘', '봤', '습니다', '우리', '나라', '영화', '사랑', '합니다']",10,36
1106,"['조금', '아쉬운', '스토리', '땜', '에', '점', '나머진', '진짜', '보', '면', '안다', '꺼이꺼이', '깔깔깔', 'ㅋㅋㅋ']",9,14
1107,"['처음', '부터', '끝', '까지', '눈물', '이', '죽죽', '한번', '더', '보', '고', '픈', '영화', '진짜', '강추', '에', '요']",10,17
1108,"['보', '기', '전', '에', '는', '별', '내용', '아니', '라고', '생각', '했', '지만', '보', '고', '난', '후', '에', '는', '정말', '남자', '지만', '영화', '보', '고', '이렇게', '눈물', '흘린', '영화', '는', '처음', '이', '다']",9,32
1109,"['영화', '를', '보', '면서', '이렇게', '웃', '었', '던', '적', '이렇', '게', '울', '었', '던', '적', '처음', '입니다', '정말', '너무너무', '너무', '재밌', '게', '봤', '어요']",10,24
1110,"['내', '가', '본', '최고', '의', '영화']",10,6
1111,"['마음', '속', '에', '오래오래', '기억', '될', '영화']",10,7
1112,"['먹먹', '하', '다', 'ㅠㅠ']",10,4
1113,['굿'],10,1
1114,"['오늘', '봤', '다', '이게', '바로', '영화', '다', '점', '오바', '아닙니다']",10,10
1115,"['여자', '친구', '랑', '손', '꼭', '잡', '구', '웃', '다', '울', '고', '진짜', '또', '보', '고', '싶', '은', '영화']",10,18
1116,"['진심', '이', '영화', '보고', '눈물', '이', '안', '나올', '정도', '로', '울', '었', '음', 'ㅜ아빠생각나서ㅜ', '우행', '시랑', '하모니', '다음', '으로', '슬프', '게', '봤', '던', '영화', 'ㅜ']",10,25
1117,"['정말', '최고', '다', 'ㅜㅜ']",10,4
1118,"['정말', '좋', '은', '영화', '예요', '꼭', '보', '세요']",10,8
1119,"['박신혜', '가', '정말', '이쁘', '게', '나온', '영화', '인', '것', '같', '음', '내용', '도', '알차', '고', '웃', '다가', '울', '다가', '감동', '적', '인', '영화']",10,23
1120,"['이렇게', '많이', '눈물', '이', '나온', '영화', '는', '처음', '이', '네요', '억지', '스러운', '부분', '이', '있', '긴', '했', '지만', '그래도', '잘', '봤', '어요', '류승룡', '씨', '의', '연기력', '에', '감탄', '하', '며', '봤', '습니다']",10,32
1121,"['아빠', '의', '딸', '사랑', '딸', '바보', '인상', '깊', '었', '구요', '재밌', '는', '부분', '도', '있', '었', '지만', '전반', '적', '으로', '사호', 'ㅣ', '에', '대한', '문제', '와', '이기', '적', '인', '사람', '들', '이', '있', '다는', '걸', '일깨워', '준', '영화', '예요', '그리고']",10,40
1122,"['각본', '이', '망친', '영화', '류승룡', '이', '심폐', '소생', '해', '낸', '격', '이', '환경', '의', '각본', '은', '눈', '에', '보이', '다', '못해', '눈알', '에', '못', '막', '는', '격', '그럼에도', '눈물', '을', '흘리', '는', '이유', '는', '전적', '으로', '배우', '덕', '이', '다']",7,40
1123,"['조금', '유치', '한', '영화', '같', '네요', '그리고', '무슨', '사형', '을', '맊는', '단체', '에서', '만든', '것', '같', '네요']",5,17
1124,"['존나', '재밌', '다', 'ㅋㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']",10,8
1125,"['전개', '도', '매끄럽', '지', '못하', '고', '억지로', '눈물', '쥐어짜', '내', '려는', '게', '다', '보이', '고', '배우', '들', '연기', '부터', '가', '자연', '스럽', '기', '보다', '는', '과장', '성', '이', '돈', '도', '돈', '이', '지만', '두', '시간', '이', '정말', '아까운', '영화']",4,39
1126,"['눈물', '을', '억지로', '쥐어짜', '내려', '하', '는', '느낌', '이', '있', '엇', '습니다', '큰', '감동', '없이', '잔잔', '햇', '던', '것', '같', '은데', '왜', '이렇게', '열광', '하', '는지', '잘', '모르', '겠', '네요', '그냥', '한', '번', '쯤', '볼', '만', '한', '영화', '정도']",7,39
1127,"['미워도', '다시', '한', '번']",5,4
1128,"['정말', '와']",10,2
1129,['ㅜㅜ'],10,1
1130,"['진짜', '매우', '재밌', '다', '대작', '이', '다']",10,7
1131,['짱'],10,1
1132,"['진짜', '영화', '같', '은', '영화', '다', '쫌', '만', '더', '고리', '를', '탄탄히', '했으면', '하', '는', '건', '욕심', '일', '련지', '암튼', '추운', '날씨', '눈', '에서', '따뜻', '한', '온수', '가', '나오', '는', '영화']",8,31
1133,"['웃겨서', '방심', '하', '게', '만든', '후', '에', '기습', '적', '으로', '눈물', '짜내', '는', '웰메이드', '신파', '단', '주인공', '이', '누명', '쓰', '는', '과정', '은', '개연', '성', '부족']",8,26
1134,"['괜찮', '긴', '한데', '어떻게', '결혼', '해서', '애', '를', '낳', '았', '지']",8,11
1135,"['너무', '슬프', '고', '배', '째지', '는', '줄']",10,7
